timestamp,BTC-PERP,ETH-PERP,SOL-PERP
1656579600,20770.0,1214.4,37.7725
1656583200,20770.0,1214.4,37.7725
1656586800,20770.0,1214.4,37.7725
1656590400,20770.0,1214.4,37.7725
1656594000,20770.0,1214.4,37.7725
1656597600,20770.0,1214.4,37.7725
1656601200,20770.0,1214.4,37.7725
1656604800,20770.0,1214.5,37.7725
1656608400,20770.0,1214.5,37.7725
1656612000,20770.0,1214.5,37.7725
1656615600,20770.0,1214.5,37.7725
1656619200,20770.0,1214.5,37.7725
1656622800,20770.0,1214.5,37.7725
1656626400,20770.0,1214.5,37.7725
1656630000,20770.0,1214.5,37.7725
1656633600,20770.0,1214.5,37.7725
1656637200,20770.0,1214.5,37.775
1656640800,20770.0,1214.5,37.775
1656644400,20770.0,1214.5,37.775
1656648000,20770.0,1214.5,37.7575
1656651600,20770.0,1214.5,37.7575
1656655200,20770.0,1214.5,37.7575
1656658800,20770.0,1214.5,37.7575
1656662400,20770.0,1214.5,37.7575
1656666000,20770.0,1214.5,37.7575
1656669600,20770.0,1214.5,37.7575
1656673200,20770.0,1214.5,37.7575
1656676800,20770.0,1214.5,37.7575
1656680400,20770.0,1214.5,37.7575
1656684000,20770.0,1214.5,37.7575
1656687600,20770.0,1214.5,37.7525
1656691200,20770.0,1214.5,37.7525
1656694800,20770.0,1214.5,37.7525
1656698400,20770.0,1214.5,37.755
1656702000,20770.0,1214.5,37.755
1656705600,20770.0,1214.5,37.755
1656709200,20770.0,1214.5,37.7525
1656712800,20770.0,1214.5,37.7525
1656716400,20770.0,1214.4,37.7525
